year,importer,exporter,import_in_us_billion,import_spike_next_year,import_dip_next_year,exporter_region,importer_region
2012,Slovakia,Thailand,0.15,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Thailand,0.2,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Thailand,0.21,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Malaysia,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Malaysia,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Malaysia,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Malaysia,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Malaysia,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Malaysia,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Malaysia,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Malaysia,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Malaysia,0.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Malaysia,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Malaysia,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Malaysia,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Malaysia,0.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Malaysia,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Malaysia,0.18,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Malaysia,0.21,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Malaysia,0.13,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Malaysia,0.1,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Malaysia,0.12,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,Malaysia,0.13,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Malaysia,0.18,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Malaysia,0.42,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Singapore,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Singapore,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Singapore,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Singapore,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Singapore,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Singapore,0.05,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Singapore,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Singapore,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Singapore,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Singapore,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1991,Italy,Greece,1.52,0,0,WESTERN EUROPE,WESTERN EUROPE
1992,Italy,Greece,1.64,0,0,WESTERN EUROPE,WESTERN EUROPE
1993,Italy,Greece,1.12,0,0,WESTERN EUROPE,WESTERN EUROPE
1994,Italy,Greece,1.32,0,0,WESTERN EUROPE,WESTERN EUROPE
1995,Italy,Greece,1.51,0,0,WESTERN EUROPE,WESTERN EUROPE
1996,Italy,Greece,1.52,0,0,WESTERN EUROPE,WESTERN EUROPE
1997,Italy,Greece,1.35,0,0,WESTERN EUROPE,WESTERN EUROPE
1998,Italy,Greece,1.21,0,0,WESTERN EUROPE,WESTERN EUROPE
1999,Italy,Greece,1.54,0,0,WESTERN EUROPE,WESTERN EUROPE
2000,Italy,Greece,1.18,0,0,WESTERN EUROPE,WESTERN EUROPE
2001,Italy,Greece,1.18,0,0,WESTERN EUROPE,WESTERN EUROPE
2002,Italy,Greece,1.16,0,0,WESTERN EUROPE,WESTERN EUROPE
2003,Italy,Greece,1.66,0,0,WESTERN EUROPE,WESTERN EUROPE
2004,Italy,Greece,1.87,0,0,WESTERN EUROPE,WESTERN EUROPE
2005,Italy,Greece,1.93,0,0,WESTERN EUROPE,WESTERN EUROPE
2006,Italy,Greece,2.5,0,0,WESTERN EUROPE,WESTERN EUROPE
2007,Italy,Greece,2.79,0,0,WESTERN EUROPE,WESTERN EUROPE
2008,Italy,Greece,2.63,0,0,WESTERN EUROPE,WESTERN EUROPE
2009,Italy,Greece,2.07,0,0,WESTERN EUROPE,WESTERN EUROPE
2010,Italy,Greece,2.49,0,0,WESTERN EUROPE,WESTERN EUROPE
2011,Italy,Greece,2.94,0,0,WESTERN EUROPE,WESTERN EUROPE
2012,Italy,Greece,2.69,0,0,WESTERN EUROPE,WESTERN EUROPE
2013,Italy,Greece,3.02,0,0,WESTERN EUROPE,WESTERN EUROPE
2014,Italy,Greece,3.08,0,0,WESTERN EUROPE,WESTERN EUROPE
1991,Italy,Russia,4.51,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1992,Italy,Russia,2.95,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1993,Italy,Russia,3.89,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1994,Italy,Russia,4.8,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1995,Italy,Russia,5.31,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1996,Italy,Russia,4.7,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1997,Italy,Russia,4.29,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1998,Italy,Russia,3.72,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1999,Italy,Russia,4.47,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2000,Italy,Russia,7.64,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2001,Italy,Russia,7.65,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2002,Italy,Russia,7.49,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2003,Italy,Russia,9.29,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2004,Italy,Russia,12.06,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2005,Italy,Russia,14.54,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2006,Italy,Russia,17.04,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2007,Italy,Russia,20.02,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2008,Italy,Russia,23.73,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2009,Italy,Russia,16.95,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2010,Italy,Russia,11.61,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2011,Italy,Russia,13.41,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2012,Italy,Russia,12.86,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2013,Italy,Russia,16.65,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2014,Italy,Russia,12.97,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1992,Italy,Ukraine,0.27,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1993,Italy,Ukraine,0.51,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1994,Italy,Ukraine,0.6,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1995,Italy,Ukraine,0.8,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1996,Italy,Ukraine,0.54,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1997,Italy,Ukraine,0.6,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1998,Italy,Ukraine,0.72,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1999,Italy,Ukraine,0.69,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2000,Italy,Ukraine,0.71,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2001,Italy,Ukraine,1.02,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2002,Italy,Ukraine,1.28,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2003,Italy,Ukraine,1.41,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2004,Italy,Ukraine,2.12,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2005,Italy,Ukraine,2.34,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2006,Italy,Ukraine,2.72,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2007,Italy,Ukraine,3.26,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2008,Italy,Ukraine,3.69,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2009,Italy,Ukraine,1.51,0,1,C.W. OF IND. STATES,WESTERN EUROPE
2010,Italy,Ukraine,2.8,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2011,Italy,Ukraine,3.7,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2012,Italy,Ukraine,2.9,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2013,Italy,Ukraine,2.85,0,0,C.W. OF IND. STATES,WESTERN EUROPE
2014,Italy,Ukraine,2.95,0,0,C.W. OF IND. STATES,WESTERN EUROPE
1991,Italy,Finland,0.98,0,0,WESTERN EUROPE,WESTERN EUROPE
1992,Italy,Finland,1.21,0,0,WESTERN EUROPE,WESTERN EUROPE
1993,Italy,Finland,0.89,0,0,WESTERN EUROPE,WESTERN EUROPE
1994,Italy,Finland,0.96,0,0,WESTERN EUROPE,WESTERN EUROPE
1995,Italy,Finland,1.22,0,0,WESTERN EUROPE,WESTERN EUROPE
1996,Italy,Finland,1.11,0,0,WESTERN EUROPE,WESTERN EUROPE
1997,Italy,Finland,1.23,0,0,WESTERN EUROPE,WESTERN EUROPE
1998,Italy,Finland,1.59,0,0,WESTERN EUROPE,WESTERN EUROPE
1999,Italy,Finland,1.73,0,0,WESTERN EUROPE,WESTERN EUROPE
2000,Italy,Finland,2.02,0,0,WESTERN EUROPE,WESTERN EUROPE
2001,Italy,Finland,1.53,0,0,WESTERN EUROPE,WESTERN EUROPE
2002,Italy,Finland,1.54,0,0,WESTERN EUROPE,WESTERN EUROPE
2003,Italy,Finland,2.06,0,0,WESTERN EUROPE,WESTERN EUROPE
2004,Italy,Finland,1.93,0,0,WESTERN EUROPE,WESTERN EUROPE
2005,Italy,Finland,2.24,0,0,WESTERN EUROPE,WESTERN EUROPE
2006,Italy,Finland,2.81,0,0,WESTERN EUROPE,WESTERN EUROPE
2007,Italy,Finland,2.77,0,0,WESTERN EUROPE,WESTERN EUROPE
2008,Italy,Finland,3.4,0,0,WESTERN EUROPE,WESTERN EUROPE
2009,Italy,Finland,2.01,0,0,WESTERN EUROPE,WESTERN EUROPE
2010,Italy,Finland,1.92,0,0,WESTERN EUROPE,WESTERN EUROPE
2011,Italy,Finland,1.95,0,0,WESTERN EUROPE,WESTERN EUROPE
2012,Italy,Finland,1.96,0,0,WESTERN EUROPE,WESTERN EUROPE
2013,Italy,Finland,1.76,0,0,WESTERN EUROPE,WESTERN EUROPE
2014,Italy,Finland,1.85,0,0,WESTERN EUROPE,WESTERN EUROPE
1991,Italy,Sweden,2.49,0,0,WESTERN EUROPE,WESTERN EUROPE
1992,Italy,Sweden,2.41,0,0,WESTERN EUROPE,WESTERN EUROPE
1993,Italy,Sweden,1.82,0,0,WESTERN EUROPE,WESTERN EUROPE
1994,Italy,Sweden,2.11,0,0,WESTERN EUROPE,WESTERN EUROPE
1995,Italy,Sweden,2.82,0,0,WESTERN EUROPE,WESTERN EUROPE
1996,Italy,Sweden,2.87,0,0,WESTERN EUROPE,WESTERN EUROPE
1997,Italy,Sweden,2.9,0,0,WESTERN EUROPE,WESTERN EUROPE
1998,Italy,Sweden,3.31,0,0,WESTERN EUROPE,WESTERN EUROPE
1999,Italy,Sweden,3.42,0,0,WESTERN EUROPE,WESTERN EUROPE
2000,Italy,Sweden,3.46,0,0,WESTERN EUROPE,WESTERN EUROPE
2001,Italy,Sweden,3.09,0,0,WESTERN EUROPE,WESTERN EUROPE
2002,Italy,Sweden,3.27,0,0,WESTERN EUROPE,WESTERN EUROPE
2003,Italy,Sweden,4.03,0,0,WESTERN EUROPE,WESTERN EUROPE
2004,Italy,Sweden,4.78,0,0,WESTERN EUROPE,WESTERN EUROPE
2005,Italy,Sweden,4.6,0,0,WESTERN EUROPE,WESTERN EUROPE
2006,Italy,Sweden,4.99,0,0,WESTERN EUROPE,WESTERN EUROPE
2007,Italy,Sweden,5.73,0,0,WESTERN EUROPE,WESTERN EUROPE
2008,Italy,Sweden,6.07,0,0,WESTERN EUROPE,WESTERN EUROPE
2009,Italy,Sweden,3.98,0,0,WESTERN EUROPE,WESTERN EUROPE
2010,Italy,Sweden,4.59,0,0,WESTERN EUROPE,WESTERN EUROPE
2011,Italy,Sweden,4.98,0,0,WESTERN EUROPE,WESTERN EUROPE
2012,Italy,Sweden,4.13,0,0,WESTERN EUROPE,WESTERN EUROPE
2013,Italy,Sweden,4.12,0,0,WESTERN EUROPE,WESTERN EUROPE
2014,Italy,Sweden,4.35,0,0,WESTERN EUROPE,WESTERN EUROPE
1991,Italy,Norway,0.72,0,0,WESTERN EUROPE,WESTERN EUROPE
1992,Italy,Norway,0.83,0,0,WESTERN EUROPE,WESTERN EUROPE
1993,Italy,Norway,0.77,0,0,WESTERN EUROPE,WESTERN EUROPE
1994,Italy,Norway,0.74,0,0,WESTERN EUROPE,WESTERN EUROPE
1995,Italy,Norway,0.78,0,0,WESTERN EUROPE,WESTERN EUROPE
1996,Italy,Norway,0.91,0,0,WESTERN EUROPE,WESTERN EUROPE
1997,Italy,Norway,0.84,0,0,WESTERN EUROPE,WESTERN EUROPE
1998,Italy,Norway,0.68,0,0,WESTERN EUROPE,WESTERN EUROPE
1999,Italy,Norway,0.71,0,0,WESTERN EUROPE,WESTERN EUROPE
2000,Italy,Norway,0.77,0,0,WESTERN EUROPE,WESTERN EUROPE
2001,Italy,Norway,0.94,0,0,WESTERN EUROPE,WESTERN EUROPE
2002,Italy,Norway,1.93,0,0,WESTERN EUROPE,WESTERN EUROPE
2003,Italy,Norway,2.41,0,0,WESTERN EUROPE,WESTERN EUROPE
2004,Italy,Norway,2.21,0,0,WESTERN EUROPE,WESTERN EUROPE
2005,Italy,Norway,2.59,0,0,WESTERN EUROPE,WESTERN EUROPE
2006,Italy,Norway,3.7,0,0,WESTERN EUROPE,WESTERN EUROPE
2007,Italy,Norway,3.51,0,0,WESTERN EUROPE,WESTERN EUROPE
2008,Italy,Norway,4.48,0,0,WESTERN EUROPE,WESTERN EUROPE
2009,Italy,Norway,2.94,0,0,WESTERN EUROPE,WESTERN EUROPE
2010,Italy,Norway,0.71,0,0,WESTERN EUROPE,WESTERN EUROPE
2011,Italy,Norway,1.06,0,0,WESTERN EUROPE,WESTERN EUROPE
2012,Italy,Norway,0.65,0,0,WESTERN EUROPE,WESTERN EUROPE
2013,Italy,Norway,0.84,0,0,WESTERN EUROPE,WESTERN EUROPE
2014,Italy,Norway,0.68,0,0,WESTERN EUROPE,WESTERN EUROPE
1991,Italy,Denmark,1.8,0,0,WESTERN EUROPE,WESTERN EUROPE
1992,Italy,Denmark,1.9,0,0,WESTERN EUROPE,WESTERN EUROPE
1993,Italy,Denmark,1.52,0,0,WESTERN EUROPE,WESTERN EUROPE
1994,Italy,Denmark,1.66,0,0,WESTERN EUROPE,WESTERN EUROPE
1995,Italy,Denmark,1.9,0,0,WESTERN EUROPE,WESTERN EUROPE
1996,Italy,Denmark,1.91,0,0,WESTERN EUROPE,WESTERN EUROPE
1997,Italy,Denmark,1.75,0,0,WESTERN EUROPE,WESTERN EUROPE
1998,Italy,Denmark,1.87,0,0,WESTERN EUROPE,WESTERN EUROPE
1999,Italy,Denmark,1.82,0,0,WESTERN EUROPE,WESTERN EUROPE
2000,Italy,Denmark,1.58,0,0,WESTERN EUROPE,WESTERN EUROPE
2001,Italy,Denmark,1.65,0,0,WESTERN EUROPE,WESTERN EUROPE
2002,Italy,Denmark,1.68,0,0,WESTERN EUROPE,WESTERN EUROPE
2003,Italy,Denmark,2.19,0,0,WESTERN EUROPE,WESTERN EUROPE
2004,Italy,Denmark,2.62,0,0,WESTERN EUROPE,WESTERN EUROPE
2005,Italy,Denmark,2.79,0,0,WESTERN EUROPE,WESTERN EUROPE
2006,Italy,Denmark,3.0,0,0,WESTERN EUROPE,WESTERN EUROPE
2007,Italy,Denmark,3.29,0,0,WESTERN EUROPE,WESTERN EUROPE
2008,Italy,Denmark,3.38,0,0,WESTERN EUROPE,WESTERN EUROPE
2009,Italy,Denmark,3.13,0,0,WESTERN EUROPE,WESTERN EUROPE
2010,Italy,Denmark,2.81,0,0,WESTERN EUROPE,WESTERN EUROPE
2011,Italy,Denmark,3.1,0,0,WESTERN EUROPE,WESTERN EUROPE
2012,Italy,Denmark,2.82,0,0,WESTERN EUROPE,WESTERN EUROPE
2013,Italy,Denmark,2.67,0,0,WESTERN EUROPE,WESTERN EUROPE
2014,Italy,Denmark,2.7,0,0,WESTERN EUROPE,WESTERN EUROPE
1991,Italy,Nigeria,0.56,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1992,Italy,Nigeria,0.36,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1993,Italy,Nigeria,0.18,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1994,Italy,Nigeria,0.24,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1995,Italy,Nigeria,0.27,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1996,Italy,Nigeria,0.37,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1997,Italy,Nigeria,0.54,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1998,Italy,Nigeria,0.37,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1999,Italy,Nigeria,0.25,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2000,Italy,Nigeria,0.33,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2001,Italy,Nigeria,0.41,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2002,Italy,Nigeria,0.46,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2003,Italy,Nigeria,0.53,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2004,Italy,Nigeria,0.59,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2005,Italy,Nigeria,0.75,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2006,Italy,Nigeria,1.03,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2007,Italy,Nigeria,1.21,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2008,Italy,Nigeria,1.64,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2009,Italy,Nigeria,1.09,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2010,Italy,Nigeria,0.66,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2011,Italy,Nigeria,2.1,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2012,Italy,Nigeria,2.14,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2013,Italy,Nigeria,2.63,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2014,Italy,Nigeria,1.32,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1991,Italy,South Africa,2.46,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1992,Italy,South Africa,2.53,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1993,Italy,South Africa,2.04,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1994,Italy,South Africa,1.98,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1995,Italy,South Africa,2.71,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1996,Italy,South Africa,2.42,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1997,Italy,South Africa,2.75,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1998,Italy,South Africa,2.39,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1999,Italy,South Africa,2.36,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2000,Italy,South Africa,2.24,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2001,Italy,South Africa,1.81,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2002,Italy,South Africa,1.91,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2003,Italy,South Africa,1.73,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2004,Italy,South Africa,2.5,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2005,Italy,South Africa,2.97,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2006,Italy,South Africa,2.89,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2007,Italy,South Africa,3.74,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2008,Italy,South Africa,3.9,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2009,Italy,South Africa,2.28,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2010,Italy,South Africa,2.56,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2011,Italy,South Africa,2.75,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2012,Italy,South Africa,2.3,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2013,Italy,South Africa,2.04,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
2014,Italy,South Africa,2.22,0,0,SUB-SAHARAN AFRICA,WESTERN EUROPE
1991,Italy,Iran,1.65,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1992,Italy,Iran,1.65,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1993,Italy,Iran,1.39,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1994,Italy,Iran,1.02,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1995,Italy,Iran,1.75,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1996,Italy,Iran,1.94,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1997,Italy,Iran,1.79,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1998,Italy,Iran,1.29,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1999,Italy,Iran,1.52,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2000,Italy,Iran,2.24,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2001,Italy,Iran,2.11,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2002,Italy,Iran,1.78,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2003,Italy,Iran,2.14,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2004,Italy,Iran,2.71,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2005,Italy,Iran,3.65,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2006,Italy,Iran,4.91,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2007,Italy,Iran,5.7,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2008,Italy,Iran,5.8,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2009,Italy,Iran,2.77,0,1,ASIA (EX. NEAR EAST),WESTERN EUROPE
2010,Italy,Iran,6.08,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2011,Italy,Iran,7.44,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2012,Italy,Iran,2.9,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
2013,Italy,Iran,0.18,0,1,ASIA (EX. NEAR EAST),WESTERN EUROPE
2014,Italy,Iran,0.58,0,0,ASIA (EX. NEAR EAST),WESTERN EUROPE
1991,Italy,Turkey,1.04,0,0,NEAR EAST,WESTERN EUROPE
1992,Italy,Turkey,0.97,0,0,NEAR EAST,WESTERN EUROPE
1993,Italy,Turkey,0.79,0,0,NEAR EAST,WESTERN EUROPE
1994,Italy,Turkey,1.12,0,0,NEAR EAST,WESTERN EUROPE
1995,Italy,Turkey,1.54,0,0,NEAR EAST,WESTERN EUROPE
1996,Italy,Turkey,1.57,0,0,NEAR EAST,WESTERN EUROPE
1997,Italy,Turkey,1.51,0,0,NEAR EAST,WESTERN EUROPE
1998,Italy,Turkey,1.7,0,0,NEAR EAST,WESTERN EUROPE
1999,Italy,Turkey,1.91,0,0,NEAR EAST,WESTERN EUROPE
2000,Italy,Turkey,2.03,0,0,NEAR EAST,WESTERN EUROPE
2001,Italy,Turkey,2.71,0,0,NEAR EAST,WESTERN EUROPE
2002,Italy,Turkey,2.78,0,0,NEAR EAST,WESTERN EUROPE
2003,Italy,Turkey,3.77,0,0,NEAR EAST,WESTERN EUROPE
2004,Italy,Turkey,4.94,0,0,NEAR EAST,WESTERN EUROPE
2005,Italy,Turkey,5.43,0,0,NEAR EAST,WESTERN EUROPE
2006,Italy,Turkey,6.79,0,0,NEAR EAST,WESTERN EUROPE
2007,Italy,Turkey,7.32,0,0,NEAR EAST,WESTERN EUROPE
2008,Italy,Turkey,8.29,0,0,NEAR EAST,WESTERN EUROPE
2009,Italy,Turkey,6.18,0,0,NEAR EAST,WESTERN EUROPE
2010,Italy,Turkey,6.82,0,0,NEAR EAST,WESTERN EUROPE
2011,Italy,Turkey,8.32,0,0,NEAR EAST,WESTERN EUROPE
2012,Italy,Turkey,6.68,0,0,NEAR EAST,WESTERN EUROPE
2013,Italy,Turkey,7.27,0,0,NEAR EAST,WESTERN EUROPE
2014,Italy,Turkey,7.56,0,0,NEAR EAST,WESTERN EUROPE
1991,Italy,Iraq,0.02,0,0,NEAR EAST,WESTERN EUROPE
1992,Italy,Iraq,0.0,0,1,NEAR EAST,WESTERN EUROPE
1993,Italy,Iraq,0.0,1,0,NEAR EAST,WESTERN EUROPE
1994,Italy,Iraq,0.0,0,0,NEAR EAST,WESTERN EUROPE
1995,Italy,Iraq,0.0,0,0,NEAR EAST,WESTERN EUROPE
1996,Italy,Iraq,0.0,0,0,NEAR EAST,WESTERN EUROPE
1997,Italy,Iraq,0.2,0,0,NEAR EAST,WESTERN EUROPE
